Id,year,month,day,precip,tmax,tmin,basin_cfs,runoff (same in datafile),delta_e
934,2005,4,21,0,43.7,25.7,1.256943,3,1.743057
935,2005,4,22,0,53.2,29.3,1.233831,3,1.766169
936,2005,4,23,0,54.3,35.4,1.212937,3,1.787063
937,2005,4,24,0.72,57.3,36.4,3.407962,4,0.592038
938,2005,4,25,0.41,40.7,33.5,2.683037,4.3,1.616963
939,2005,4,26,0.22,47,33.9,3.110931,4.7,1.589069
940,2005,4,27,0,56.1,35.6,2.478128,5.3,2.821872
941,2005,4,28,0.03,55.8,35.9,3.452811,5.8,2.347189
942,2005,4,29,0.03,51.2,32.2,2.629234,6.3,3.670766
943,2005,4,30,0.02,51.4,29.6,2.431895,6.8,4.368105
944,2005,5,1,0.18,52.2,34.7,3.708306,6.5,2.791694
945,2005,5,2,0.15,44.3,34.5,4.876221,6.6,1.723779
946,2005,5,3,0.13,52,34.1,4.850313,6.5,1.649687
947,2005,5,4,0.01,59.1,36.9,4.80188,6.6,1.79812
948,2005,5,5,0,64,42.8,5.311411,7.4,2.088589
949,2005,5,6,0.07,60.5,35.5,7.106917,7.6,0.493083
950,2005,5,7,0.04,51.5,32,5.772854,7.5,1.727146
951,2005,5,8,0.01,54.7,33.7,5.971099,7.6,1.628901
952,2005,5,9,0,60.3,39.1,7.061768,8,0.938232
953,2005,5,10,0.17,56,32.3,12.082056,8.1,-3.982056
954,2005,5,11,0.29,37.8,30.6,8.776089,8,-0.776089
955,2005,5,12,0.07,48.5,30.5,8.05622,8.1,0.04378
956,2005,5,13,0.04,55.4,31,8.493996,8,-0.493996
957,2005,5,14,0,59,36.5,9.237553,8,-1.237553
958,2005,5,15,0.04,63.1,40.5,10.418196,8,-2.418196
959,2005,5,16,0,69,41.9,12.02595,9.2,-2.82595
960,2005,5,17,0.47,65.8,30.7,43.433579,10,-33.433579
961,2005,5,18,0.06,56.5,33.7,27.443774,10,-17.443774
962,2005,5,19,0,69.8,43.9,27.463818,14,-13.463818
963,2005,5,20,0,74.2,47.4,33.714746,21,-12.714746
964,2005,5,21,0,76.6,48.1,36.658306,34,-2.658306
965,2005,5,22,0,71.2,46.1,38.141841,35,-3.141841
966,2005,5,23,0,79.3,50,44.681297,52,7.318703
967,2005,5,24,0,77.8,51.3,47.935781,91,43.064219
968,2005,5,25,0,72.7,46.3,49.87003,76,26.12997
969,2005,5,26,0,67.8,44,51.415129,53,1.584871
970,2005,5,27,0.01,70.5,44.7,53.959885,97,43.040115
971,2005,5,28,0.04,71.5,47.1,60.696945,84,23.303055
972,2005,5,29,0.01,76.3,47.7,61.927895,114,52.072105
973,2005,5,30,0,69.2,41.4,59.987006,106,46.012994
974,2005,5,31,0,63.5,40.6,62.017809,78,15.982191
975,2005,6,1,0,69.7,44.1,63.049399,91,27.950601
976,2005,6,2,0,70.8,43.1,66.113436,104,37.886564
977,2005,6,3,0.34,58.6,36.5,65.110831,93,27.889169
978,2005,6,4,0.07,60.3,35.1,64.459419,105,40.540581
979,2005,6,5,0,66.3,45.1,66.163454,95,28.836546
980,2005,6,6,0.01,69.4,45.1,64.604222,79,14.395778
981,2005,6,7,0,61.6,38.1,61.962068,78,16.037932
982,2005,6,8,0,58.3,34.8,60.041006,63,2.958994
983,2005,6,9,0.01,52.2,36.8,57.817134,56,-1.817134
984,2005,6,10,0.02,55.3,36.8,57.750784,50,-7.750784
985,2005,6,11,0.14,59.8,40.3,59.665213,43,-16.665213
986,2005,6,12,0.16,55.9,38.1,58.552476,37,-21.552476
987,2005,6,13,0,66.9,39.5,55.903347,38,-17.903347
988,2005,6,14,0,67.9,42.4,53.628482,40,-13.628482
989,2005,6,15,0,78.2,50,53.529892,51,-2.529892
990,2005,6,16,0,79,52.9,52.031584,61,8.968416
991,2005,6,17,0,74.9,58.8,50.96654,66,15.03346
992,2005,6,18,0,72.2,44.2,48.692425,67,18.307575
993,2005,6,19,0,70.1,45.1,47.488439,68,20.511561
994,2005,6,20,0,76.5,50.5,47.415126,66,18.584874
995,2005,6,21,0,82,57,47.459886,68,20.540114
996,2005,6,22,0,83.6,60.1,47.054848,70,22.945152
997,2005,6,23,0.02,77.7,55,49.619889,65,15.380111
998,2005,6,24,0,80.6,53.7,48.292127,69,20.707873
999,2005,6,25,0,77.4,51.2,45.473399,45,-0.473399
1000,2005,6,26,0,74.8,51.3,44.230096,35,-9.230096
1001,2005,6,27,0,75.3,49.2,46.352349,34,-12.352349
1002,2005,6,28,0,76.7,53.5,44.767021,32,-12.767021
1003,2005,6,29,0,75.6,48.5,42.488669,32,-10.488669
1004,2005,6,30,0,74.9,46.2,41.036146,35,-6.036146
1005,2005,7,1,0,81,50.6,39.796528,37,-2.796528
1006,2005,7,2,0,86.3,60.6,40.315682,43,2.684318
1007,2005,7,3,0,86.4,55.2,38.336886,43,4.663114
1008,2005,7,4,0,81.5,54.5,36.704693,37,0.295307
1009,2005,7,5,0,85.8,56.6,36.350595,37,0.649405
1010,2005,7,6,0,84.4,61.1,35.308528,37,1.691472
1011,2005,7,7,0,86.8,61.2,34.095299,36,1.904701
1012,2005,7,8,0,87.7,57.9,33.166533,35,1.833467
1013,2005,7,9,0,86.6,57.7,31.977343,35,3.022657
1014,2005,7,10,0,82.8,62,31.051576,33,1.948424
1015,2005,7,11,0,84.7,60.4,29.862561,32,2.137439
1016,2005,7,12,0,85.6,60.2,28.843439,34,5.156561
1017,2005,7,13,0,93.3,64.8,28.068688,35,6.931312
1018,2005,7,14,0,92.5,66.8,27.463359,34,6.536641
1019,2005,7,15,0,92.9,64.6,26.537034,35,8.462966
1020,2005,7,16,0,92.1,68.1,25.712371,30,4.287629
1021,2005,7,17,0,92.9,68.6,24.291472,30,5.708528
1022,2005,7,18,0,91.4,60.2,23.367112,30,6.632888
1023,2005,7,19,0,90.2,62.6,22.565849,29,6.434151
1024,2005,7,20,0,95.3,66.6,22.024553,28,5.975447
1025,2005,7,21,0,95.8,68.9,21.1557,28,6.8443
1026,2005,7,22,0.04,91.1,63.1,19.889412,28,8.110588
1027,2005,7,23,0.08,88.9,60.5,21.565606,29,7.434394
1028,2005,7,24,0.01,84.4,59,21.365666,30,8.634334
1029,2005,7,25,0.24,83.3,57.9,26.612964,29,2.387036
1030,2005,7,26,0.02,84.2,54.5,25.652576,28,2.347424
1031,2005,7,27,0,80.3,51.9,22.641253,27,4.358747
1032,2005,7,28,0,86.7,55.4,21.397835,27,5.602165
1033,2005,7,29,0,88.7,61.7,20.179073,26,5.820927
1034,2005,7,30,0,85.6,59,19.40935,26,6.59065
1035,2005,7,31,0.01,80.8,56.9,18.080408,25,6.919592
1036,2005,8,1,0.1,82.4,58.5,20.195998,25,4.804002
1037,2005,8,2,0.16,78.9,56.1,22.677565,24,1.322435
1038,2005,8,3,0.03,78.6,54,18.516971,22,3.483029
1039,2005,8,4,0,80.1,57,17.589231,22,4.410769
1040,2005,8,5,0,82.7,59.7,16.635481,22,5.364519
1041,2005,8,6,0,84.2,60.5,15.748818,21,5.251182
1042,2005,8,7,0,85.3,60.2,14.924922,21,6.075078
1043,2005,8,8,0,86.6,62.2,14.1182,21,6.8818
1044,2005,8,9,0.08,83,57.9,16.942765,21,4.057235
1045,2005,8,10,0,79.9,57.8,13.756084,20,6.243916
1046,2005,8,11,0.15,82,56.8,19.883618,20,0.116382
1047,2005,8,12,0,81.9,56.3,14.09707,20,5.90293
1048,2005,8,13,0,81.2,57.6,13.33209,20,6.66791
1049,2005,8,14,0.34,78.5,51.4,21.452655,19,-2.452655
1050,2005,8,15,0.05,77.2,53.4,16.365544,19,2.634456
1051,2005,8,16,0.14,71.9,52.4,17.316205,17,-0.316205
1052,2005,8,17,0.07,70.4,48.9,15.349271,16,0.650729
1053,2005,8,18,0,77,53.2,13.455493,16,2.544507
1054,2005,8,19,0,77.1,52.9,12.760891,16,3.239109
1055,2005,8,20,0,79.4,52.6,12.172206,15,2.827794
1056,2005,8,21,0,81.1,57.4,11.576341,15,3.423659
1057,2005,8,22,0.03,79.9,57.9,10.990965,14,3.009035
1058,2005,8,23,0,81,56.9,10.497049,14,3.502951
1059,2005,8,24,0,81.3,57.5,9.952935,13,3.047065
1060,2005,8,25,0,79,61.1,9.427712,13,3.572288
1061,2005,8,26,0,80.2,58.1,9.000525,12,2.999475
1062,2005,8,27,0,82.3,57.7,8.537772,12,3.462228
1063,2005,8,28,0,85.3,58.2,8.123196,12,3.876804
1064,2005,8,29,0,86.3,60,7.690945,11,3.309055
1065,2005,8,30,0,87.3,58.2,7.296075,11,3.703925
1066,2005,8,31,0,71.1,44.7,6.919943,11,4.080057
1067,2005,9,1,0,72.9,45.3,6.675962,9.8,3.124038
1068,2005,9,2,0,81,50.9,6.372132,9.5,3.127868
1069,2005,9,3,0,80.5,57,6.052016,9.1,3.047984
1070,2005,9,4,0,80.3,54.5,5.76993,8.6,2.83007
1071,2005,9,5,0,78.6,52.4,5.507557,8.1,2.592443
1072,2005,9,6,0,79.4,53.1,5.271171,7.8,2.528829
1073,2005,9,7,0,80.1,56.2,5.045225,7.4,2.354775
1074,2005,9,8,0,80.1,56,4.833905,7,2.166095
1075,2005,9,9,0,79.2,55.1,4.640136,6.8,2.159864
1076,2005,9,10,0,73.5,49.8,4.462622,6.6,2.137378
1077,2005,9,11,0,66.9,37.5,4.309881,6.3,1.990119
1078,2005,9,12,0,59.9,37,4.182277,6.3,2.117723
1079,2005,9,13,0,63.8,37.2,4.055521,6.1,2.044479
1080,2005,9,14,0,66.7,39.7,3.937578,5.6,1.662422
1081,2005,9,15,0,65.9,41.7,3.823174,5.3,1.476826
1082,2005,9,16,0,72.6,45,3.71896,4.9,1.18104
1083,2005,9,17,0,70.5,48.4,3.602805,4.7,1.097195
1084,2005,9,18,0,69.4,42.2,3.500053,4.6,1.099947
1085,2005,9,19,0,65.6,41,3.409099,4.5,1.090901
1086,2005,9,20,0,73.8,43.9,3.328403,4.3,0.971597
1087,2005,9,21,0.49,73.9,49.7,7.993765,5.6,-2.393765
1088,2005,9,22,0.07,66.2,47.5,5.558414,4.5,-1.058414
1089,2005,9,23,0,69.5,46.1,6.059386,4.6,-1.459386
1090,2005,9,24,0,71.7,48.3,3.939636,4.6,0.660364
1091,2005,9,25,0,64.1,36.2,3.769878,4.7,0.930122
1092,2005,9,26,0,60.2,33.3,3.656075,4.6,0.943925
1093,2005,9,27,0.08,68.6,40.3,6.721339,5.1,-1.621339
1094,2005,9,28,0.3,64,42.6,6.296352,4.6,-1.696352
1095,2005,9,29,0,63.2,42.3,4.42435,4.4,-0.02435
1096,2005,9,30,0,69.5,44.2,4.351791,4.3,-0.051791
1097,2005,10,1,0,74.7,46.2,4.300743,3.7,-0.600743
1098,2005,10,2,0,73.5,49.5,4.15964,3.6,-0.55964
1099,2005,10,3,0,69.5,42.7,3.927169,3.6,-0.327169
1100,2005,10,4,0.03,54.7,35.4,4.021921,3.7,-0.321921
1101,2005,10,5,0,48.2,27.5,3.689066,3.6,-0.089066
1102,2005,10,6,0,48.9,25.9,3.596953,3.5,-0.096953
1103,2005,10,7,0,57.6,29,3.505907,3.4,-0.105907
1104,2005,10,8,0,71.8,39.4,3.426938,3.5,0.073062
1105,2005,10,9,0,56.7,31.1,3.306641,3.6,0.293359
1106,2005,10,10,0.07,49.8,30.3,3.424607,3.6,0.175393
1107,2005,10,11,0,51.9,29.1,3.177031,3.5,0.322969
1108,2005,10,12,0,57.2,31.9,3.115054,3.3,0.184946
1109,2005,10,13,0,58.2,37,3.053824,3.2,0.146176
1110,2005,10,14,0,65.9,38.7,3.013324,3.1,0.086676
1111,2005,10,15,0,69.5,42.9,2.940109,2.9,-0.040109
1112,2005,10,16,0,63.3,43,2.88993,3,0.11007
1113,2005,10,17,0,61.9,38.8,2.807443,2.9,0.092557
1114,2005,10,18,0,63.6,41.5,2.758034,3.2,0.441966
1115,2005,10,19,0.02,56.5,40.9,2.706761,3,0.293239
1116,2005,10,20,0.13,60,37.8,4.030934,3,-1.030934
1117,2005,10,21,0,60.5,39.2,2.669423,3,0.330577
1118,2005,10,22,0,60.7,39.2,2.626422,2.9,0.273578
1119,2005,10,23,0,60.1,38.7,2.581199,2.8,0.218801
1120,2005,10,24,0,62.8,41.4,2.540868,2.7,0.159132
1121,2005,10,25,0,64.6,42.4,2.501772,2.7,0.198228
1122,2005,10,26,0,61.3,39.1,2.461279,2.7,0.238721
1123,2005,10,27,0.09,60,37.3,3.434219,2.7,-0.734219
1124,2005,10,28,0.02,57.9,39.6,2.421008,2.9,0.478992
1125,2005,10,29,0.22,49.9,34.9,2.812442,2.7,-0.112442
1126,2005,10,30,0.01,49,34.6,2.368562,2.7,0.331438
1127,2005,10,31,0.24,48.2,29.7,2.587227,2.6,0.012773
1128,2005,11,1,0,56.6,31.2,2.313796,2.7,0.386204
1129,2005,11,2,0,63.9,38.6,2.293204,2.7,0.406796
1130,2005,11,3,0,59.6,43.5,2.266313,2.7,0.433687
1131,2005,11,4,0,51.4,36.1,2.241484,2.6,0.358516
1132,2005,11,5,0,54.7,31.6,2.219919,2.6,0.380081
1133,2005,11,6,0,51.4,29.4,2.199713,2.6,0.400287
1134,2005,11,7,0,58.7,38.8,2.180805,2.5,0.319195
1135,2005,11,8,0,58.6,41.2,2.163928,2.5,0.336072
1136,2005,11,9,0,56.6,36.6,2.147195,2.5,0.352805
1137,2005,11,10,0.02,54.5,34.7,2.496725,2.4,-0.096725
1138,2005,11,11,0,55.7,37.5,2.172348,2.5,0.327652
1139,2005,11,12,0.11,51.6,28.8,2.286028,2.5,0.213972
1140,2005,11,13,0,51,29.2,2.133194,2.5,0.366806
1141,2005,11,14,0,52.2,28.1,2.114937,2.5,0.385063
1142,2005,11,15,0,53.8,20.2,2.098917,2.5,0.401083
1143,2005,11,16,0,36.9,15.4,2.083724,2.5,0.416276
1144,2005,11,17,0,47.1,23.2,2.070866,2.4,0.329134
1145,2005,11,18,0,47.1,24.2,2.058906,2.5,0.441094
1146,2005,11,19,0,52.3,25.3,2.047341,2.4,0.352659
1147,2005,11,20,0,50.9,25.5,2.037105,2.3,0.262895
1148,2005,11,21,0,53.4,26,2.027315,2.3,0.272685
1149,2005,11,22,0,53.9,28,2.0185,2.2,0.1815
1150,2005,11,23,0,54.4,29.3,2.010709,2.3,0.289291
1151,2005,11,24,0,54.1,28,2.004077,2.3,0.295923
1152,2005,11,25,0,51.7,28.5,1.998226,2.3,0.301774
1153,2005,11,26,0,54.6,28.7,1.993021,2.3,0.306979
1154,2005,11,27,0,36.8,12,1.988339,2.3,0.311661
1155,2005,11,28,0,28.5,6.2,1.984109,2.3,0.315891
1156,2005,11,29,0.08,29.3,10.6,1.980235,2.3,0.319765
1157,2005,11,30,0.01,46.8,22.2,1.97665,2.3,0.32335
1158,2005,12,1,0,43.8,23.3,1.97331,2.2,0.22669
1159,2005,12,2,0,51.7,38.6,1.970161,2.2,0.229839
1160,2005,12,3,0.21,42,19.6,1.985892,2.1,0.114108
1161,2005,12,4,0,29,12.3,1.96432,2.1,0.13568
1162,2005,12,5,0,30.2,7.4,1.961553,2.1,0.138447
1163,2005,12,6,0,35.2,8.2,1.958869,2.1,0.141131
1164,2005,12,7,0,39.9,13.2,1.956256,2.1,0.143744
1165,2005,12,8,0,22.2,5.7,1.953703,2.1,0.146297
1166,2005,12,9,0,32.9,11.9,1.951202,2.1,0.148798
1167,2005,12,10,0,40.1,17,1.948744,2,0.051256
1168,2005,12,11,0,42.1,18.5,1.946324,2,0.053676
1169,2005,12,12,0,40.7,17.6,1.943937,2,0.056063
1170,2005,12,13,0,42.5,19,1.941579,1.9,-0.041579
1171,2005,12,14,0,44.9,11.1,1.939247,1.9,-0.039247
1172,2005,12,15,0,28.8,7.5,1.936939,1.9,-0.036939
1173,2005,12,16,0,32.5,9.6,1.93465,1.9,-0.03465
1174,2005,12,17,0,35.8,14.6,1.932382,1.9,-0.032382
1175,2005,12,18,0,36,18.4,1.930143,1.8,-0.130143
1176,2005,12,19,0.01,36.4,24.2,1.927917,1.8,-0.127917
1177,2005,12,20,0,44.8,26,1.925705,1.8,-0.125705
1178,2005,12,21,0,51.3,31.1,1.923505,1.6,-0.323505
1179,2005,12,22,0,60.2,35.8,1.925081,1.6,-0.325081
1180,2005,12,23,0,54.4,37.8,1.919372,1.5,-0.419372
1181,2005,12,24,0,52,29.4,1.917061,1.5,-0.417061
1182,2005,12,25,0,53,30.3,1.914905,1.5,-0.414905
1183,2005,12,26,0,54.3,35.3,1.912938,1.5,-0.412938
1184,2005,12,27,0.11,45.1,26.5,1.996654,1.5,-0.496654
1185,2005,12,28,0,46.2,26.2,1.908603,1.5,-0.408603
1186,2005,12,29,0,50,31.5,1.906484,1.5,-0.406484
1187,2005,12,30,0,39.8,22.1,1.904376,1.5,-0.404376
1188,2005,12,31,0,47.8,30.5,1.902279,1.5,-0.402279
1189,2006,1,1,0.27,46.4,24.7,1.99255,1.5,-0.49255
1190,2006,1,2,0.14,39.8,26.4,1.898208,1.5,-0.398208
1191,2006,1,3,0.36,42,29.6,1.907375,1.5,-0.407375
1192,2006,1,4,0,42.9,27.8,1.894105,1.5,-0.394105
1193,2006,1,5,0,43.7,24,1.892052,1.5,-0.392052
1194,2006,1,6,0,47.2,25.1,1.890011,1.5,-0.390011
1195,2006,1,7,0,56,31.4,1.887997,1.5,-0.387997
1196,2006,1,8,0,48.4,31,1.885961,1.5,-0.385961
1197,2006,1,9,0,37.8,14,1.883951,1.5,-0.383951
1198,2006,1,10,0,35.9,14.1,1.881951,1.5,-0.381951
1199,2006,1,11,0,49.4,22.3,1.879961,1.5,-0.379961
1200,2006,1,12,0.05,50.7,25.1,1.918825,1.5,-0.418825
1201,2006,1,13,0,39.6,21.4,1.876167,1.5,-0.376167
1202,2006,1,14,0,50.7,25.5,1.874202,1.5,-0.374202
1203,2006,1,15,0.04,48.5,26.3,2.302707,1.5,-0.802707
1204,2006,1,16,0,32.3,12.5,1.899162,1.5,-0.399162
1205,2006,1,17,0,29.1,9.3,1.868886,1.5,-0.368886
1206,2006,1,18,0,45.2,20.3,1.866936,1.4,-0.466936
1207,2006,1,19,0.11,41.8,17.7,1.885442,1.4,-0.485442
1208,2006,1,20,0,29.9,13.4,1.863091,1.4,-0.463091
1209,2006,1,21,0,32.8,10.1,1.861159,1.4,-0.461159
1210,2006,1,22,0,34.1,16.1,1.859247,1.4,-0.459247
1211,2006,1,23,0,30.5,9.7,1.85734,1.3,-0.55734
1212,2006,1,24,0,37.3,11.6,1.855446,1.3,-0.555446
1213,2006,1,25,0,43.5,19.8,1.853562,1.3,-0.553562
1214,2006,1,26,0.02,43.3,21,1.85169,1.3,-0.55169
1215,2006,1,27,0,43.7,23.6,1.849827,1.3,-0.549827
1216,2006,1,28,0,37.4,16.3,1.851685,1.3,-0.551685
1217,2006,1,29,0,39.9,18.5,1.846138,1.3,-0.546138
1218,2006,1,30,0,42.6,25.6,1.844303,1.3,-0.544303
1219,2006,1,31,0.09,51.2,29.1,1.911249,1.2,-0.711249
1220,2006,2,1,0,42.1,26.7,1.840867,1.2,-0.640867
1221,2006,2,2,0.05,49.8,33.4,1.948317,1.4,-0.548317
1222,2006,2,3,0.22,42.7,24,1.898993,1.3,-0.598993
1223,2006,2,4,0,44.3,23.5,1.837011,1.3,-0.537011
1224,2006,2,5,0,52.2,23.5,1.834998,1.3,-0.534998
1225,2006,2,6,0,36,14.1,1.833023,1.4,-0.433023
1226,2006,2,7,0,45.4,19,1.831097,1.3,-0.531097
1227,2006,2,8,0,51.3,22.6,1.829208,1.3,-0.529208
1228,2006,2,9,0,52.5,23.9,1.827389,1.3,-0.527389
1229,2006,2,10,0,51.2,23.7,1.825519,1.3,-0.525519
1230,2006,2,11,0,38.9,15,1.82371,1.3,-0.52371
1231,2006,2,12,0,41.8,15.8,1.821923,1.3,-0.521923
1232,2006,2,13,0,47.2,18.2,1.820154,1.3,-0.520154
1233,2006,2,14,0,46.5,20.9,1.8184,1.3,-0.5184
1234,2006,2,15,0,43.4,22.7,1.816662,1,-0.816662
1235,2006,2,16,0.09,25.9,4.4,1.814938,1,-0.814938
1236,2006,2,17,0,25.8,2.5,1.813229,1,-0.813229
1237,2006,2,18,0.43,30.5,9.4,1.811526,1,-0.811526
1238,2006,2,19,0.21,27,11.2,1.809838,1,-0.809838
1239,2006,2,20,0.17,26.4,7.8,1.808162,1,-0.808162
1240,2006,2,21,0,27.9,4.9,1.806493,1,-0.806493
1241,2006,2,22,0,33.7,7.5,1.804834,1,-0.804834
1242,2006,2,23,0,43.2,12.8,1.803181,1,-0.803181
1243,2006,2,24,0,45.8,21.3,1.801538,1,-0.801538
1244,2006,2,25,0,49.5,24,1.799946,1,-0.799946
1245,2006,2,26,0,53.1,27,1.80069,1,-0.80069
1246,2006,2,27,0,56.7,31,1.803307,1,-0.803307
1247,2006,2,28,0.06,55.4,40,2.093065,1,-1.093065
1248,2006,3,1,0.31,46.4,24.3,1.898869,1,-0.898869
1249,2006,3,2,0,43.3,23.4,1.808013,1,-0.808013
1250,2006,3,3,0,50.8,26.8,1.803844,1,-0.803844
1251,2006,3,4,0.2,44.6,17.7,1.831711,1,-0.831711
1252,2006,3,5,0,39.8,16.2,1.796385,1,-0.796385
1253,2006,3,6,0,50.5,25,1.793604,1,-0.793604
1254,2006,3,7,0.16,46.1,29.4,1.916614,1,-0.916614
1255,2006,3,8,0.62,36,22.6,1.788315,1,-0.788315
1256,2006,3,9,0,36.2,20.8,1.785883,1,-0.785883
1257,2006,3,10,0.12,37.3,9.8,1.78362,1,-0.78362
1258,2006,3,11,0,26.7,7.5,1.781498,1,-0.781498
1259,2006,3,12,0.06,26,8.1,1.779494,1,-0.779494
1260,2006,3,13,0,29.8,7.7,1.777584,1,-0.777584
1261,2006,3,14,0,33.7,12.4,1.775755,1,-0.775755
1262,2006,3,15,0.12,44.3,15.9,1.784512,1,-0.784512
1263,2006,3,16,0,40,19,1.772396,1,-0.772396
1264,2006,3,17,0,44.6,26.1,1.77074,1.1,-0.67074
1265,2006,3,18,0,41.9,24,1.769127,1,-0.769127
1266,2006,3,19,1.01,36.4,22.8,1.768638,1,-0.768638
1267,2006,3,20,0,32.5,17.8,1.765988,1,-0.765988
1268,2006,3,21,0.1,36.9,18.2,1.765013,1.2,-0.565013
1269,2006,3,22,0,39.1,24.2,1.762929,1.1,-0.662929
1270,2006,3,23,0,42.5,23,1.761427,1.2,-0.561427
1271,2006,3,24,0,50.3,25.2,1.75994,1.3,-0.45994
1272,2006,3,25,0,56.8,31.5,1.764396,1.5,-0.264396
1273,2006,3,26,0.02,55.3,26.4,1.76853,1.4,-0.36853
1274,2006,3,27,0,45.4,22.8,1.762336,1.4,-0.362336
1275,2006,3,28,0.01,53.5,25.5,1.887354,1.6,-0.287354
1276,2006,3,29,0.45,47.6,30.8,2.07311,1.3,-0.77311
1277,2006,3,30,0.01,42.2,23.9,1.876112,1.3,-0.576112
1278,2006,3,31,0,45.2,25.6,1.852168,1.4,-0.452168
1279,2006,4,1,0,44.9,32.1,1.832079,1.3,-0.532079
1280,2006,4,2,0,46,26,1.815658,1.4,-0.415658
1281,2006,4,3,0,54.1,26.1,1.802907,1.5,-0.302907
1282,2006,4,4,0,60.5,38.5,1.857085,2,0.142915
1283,2006,4,5,0.39,54.8,40.5,2.916054,2.2,-0.716054
1284,2006,4,6,0.24,40.9,28.7,2.180441,1.9,-0.280441
1285,2006,4,7,0,49.8,27.9,2.096394,1.8,-0.296394
1286,2006,4,8,0,54,27.5,2.036159,1.9,-0.136159
1287,2006,4,9,0,59.8,34.8,2.024255,1.9,-0.124255
1288,2006,4,10,0,61.5,31.5,2.037071,1.9,-0.137071
1289,2006,4,11,0.19,50.8,29.3,2.525297,1.9,-0.625297
1290,2006,4,12,0,53.3,31.1,2.072584,1.9,-0.172584
1291,2006,4,13,0,61.7,37.9,2.065275,2,-0.065275
1292,2006,4,14,0,63.5,40.2,2.042848,2.2,0.157152
1293,2006,4,15,0.23,57.9,36.8,3.222238,2.3,-0.922238
1294,2006,4,16,0.18,57.8,35.7,4.332805,2.3,-2.032805
1295,2006,4,17,0.11,55.8,32,4.033304,2.2,-1.833304
1296,2006,4,18,0,39.1,21.7,3.113808,2.1,-1.013808
1297,2006,4,19,0,42,21.5,2.9198,2,-0.9198
1298,2006,4,20,0,49.7,24.1,2.733027,1.9,-0.833027
1299,2006,4,21,0,57.9,29.7,2.597753,2,-0.597753
1300,2006,4,22,0,65.3,36.1,2.776017,2.1,-0.676017
1301,2006,4,23,0,63.1,37.3,2.795284,2.2,-0.595284
1302,2006,4,24,0,51.7,31,2.780829,2.1,-0.680829
1303,2006,4,25,0,53.9,29.9,2.506297,2.1,-0.406297
1304,2006,4,26,0,54.7,32.9,2.407834,2.2,-0.207834
1305,2006,4,27,0,62.8,38.6,2.833658,2.4,-0.433658
1306,2006,4,28,0,63.9,38.6,3.103181,2.7,-0.403181
1307,2006,4,29,0,64.3,37.9,3.338249,3,-0.338249
1308,2006,4,30,0,67.9,40.9,4.000113,3.4,-0.600113
1309,2006,5,1,0,65.5,40.4,4.426824,3.9,-0.526824
1310,2006,5,2,0,69.6,40.1,5.443148,4.5,-0.943148
1311,2006,5,3,0.01,64.2,37.4,6.386455,5,-1.386455
1312,2006,5,4,0.01,62.3,37.7,6.827033,5.7,-1.127033
1313,2006,5,5,0.13,57.2,35.8,7.647837,5.7,-1.947837
1314,2006,5,6,0.06,52.9,33.3,8.544947,5.6,-2.944947
1315,2006,5,7,0,64.4,40.2,9.74952,6,-3.74952
1316,2006,5,8,0,69.7,39.6,10.80533,6.9,-3.90533
1317,2006,5,9,0,64.4,38.9,11.247817,7.6,-3.647817
1318,2006,5,10,0,59.5,34.4,10.5783,8,-2.5783
1319,2006,5,11,0,61.1,33.8,10.899698,8.5,-2.399698
1320,2006,5,12,0,71.9,39.6,13.564605,9.8,-3.764605
1321,2006,5,13,0,76.8,50.1,14.453305,13,-1.453305
1322,2006,5,14,0,75.5,50.2,15.23032,14,-1.23032
1323,2006,5,15,0.03,73.4,49.8,19.47081,15,-4.47081
1324,2006,5,16,0,77.1,51.3,19.529265,18,-1.529265
1325,2006,5,17,0,77.8,53.7,19.746643,21,1.253357
1326,2006,5,18,0,80.8,56,19.782891,20,0.217109
1327,2006,5,19,0,81.7,56.2,19.726103,23,3.273897
1328,2006,5,20,0.07,77.1,53.6,27.584599,24,-3.584599
1329,2006,5,21,0,76.5,50.2,23.676849,26,2.323151
1330,2006,5,22,0,71,54.6,22.427321,25,2.572679
1331,2006,5,23,0,61.8,39.7,21.131515,24,2.868485
1332,2006,5,24,0,68.8,40.9,21.010165,24,2.989835
1333,2006,5,25,0.09,77,47,20.803942,25,4.196058
1334,2006,5,26,0.02,80.1,53.6,20.169553,25,4.830447
1335,2006,5,27,0,77.1,49.7,19.589469,25,5.410531
1336,2006,5,28,0.05,55.3,30.3,19.208295,24,4.791705
1337,2006,5,29,0.04,49.1,28.3,19.80137,22,2.19863
1338,2006,5,30,0,59.9,30.5,19.470743,21,1.529257
1339,2006,5,31,0,63.6,34.9,19.377007,19,-0.377007
1340,2006,6,1,0,71.7,39.9,18.99402,18,-0.99402
1341,2006,6,2,0,82.1,48.7,19.169727,18,-1.169727
1342,2006,6,3,0,82.5,53,19.184765,18,-1.184765
1343,2006,6,4,0,82.2,54.5,18.907297,18,-0.907297
1344,2006,6,5,0,83.6,55.7,18.709828,18,-0.709828
1345,2006,6,6,0,85.1,55.2,18.438241,19,0.561759
1346,2006,6,7,0,89.3,61.2,18.23325,21,2.76675
1347,2006,6,8,0.03,78.8,51.5,19.956708,21,1.043292
1348,2006,6,9,0.17,73.9,48.6,23.082954,22,-1.082954
1349,2006,6,10,0.02,73.6,44.8,19.355898,21,1.644102
