runoff,basin_cfs,Id,year,month,day,precip,tmax,tmin
1.4,1.861159,1209,2006,1,21,0,32.8,10.1
1.4,1.859247,1210,2006,1,22,0,34.1,16.1
1.3,1.85734,1211,2006,1,23,0,30.5,9.7
1.3,1.855446,1212,2006,1,24,0,37.3,11.6
1.3,1.853562,1213,2006,1,25,0,43.5,19.8
1.3,1.85169,1214,2006,1,26,0.02,43.3,21
1.3,1.849827,1215,2006,1,27,0,43.7,23.6
1.3,1.851685,1216,2006,1,28,0,37.4,16.3
1.3,1.846138,1217,2006,1,29,0,39.9,18.5
1.3,1.844303,1218,2006,1,30,0,42.6,25.6
1.2,1.911249,1219,2006,1,31,0.09,51.2,29.1
1.2,1.840867,1220,2006,2,1,0,42.1,26.7
1.4,1.948317,1221,2006,2,2,0.05,49.8,33.4
1.3,1.898993,1222,2006,2,3,0.22,42.7,24
1.3,1.837011,1223,2006,2,4,0,44.3,23.5
1.3,1.834998,1224,2006,2,5,0,52.2,23.5
1.4,1.833023,1225,2006,2,6,0,36,14.1
1.3,1.831097,1226,2006,2,7,0,45.4,19
1.3,1.829208,1227,2006,2,8,0,51.3,22.6
1.3,1.827389,1228,2006,2,9,0,52.5,23.9
1.3,1.825519,1229,2006,2,10,0,51.2,23.7
1.3,1.82371,1230,2006,2,11,0,38.9,15
1.3,1.821923,1231,2006,2,12,0,41.8,15.8
1.3,1.820154,1232,2006,2,13,0,47.2,18.2
1.3,1.8184,1233,2006,2,14,0,46.5,20.9
1,1.816662,1234,2006,2,15,0,43.4,22.7
1,1.814938,1235,2006,2,16,0.09,25.9,4.4
1,1.813229,1236,2006,2,17,0,25.8,2.5
1,1.811526,1237,2006,2,18,0.43,30.5,9.4
1,1.809838,1238,2006,2,19,0.21,27,11.2
1,1.808162,1239,2006,2,20,0.17,26.4,7.8
1,1.806493,1240,2006,2,21,0,27.9,4.9
1,1.804834,1241,2006,2,22,0,33.7,7.5
1,1.803181,1242,2006,2,23,0,43.2,12.8
1,1.801538,1243,2006,2,24,0,45.8,21.3
1,1.799946,1244,2006,2,25,0,49.5,24
1,1.80069,1245,2006,2,26,0,53.1,27
1,1.803307,1246,2006,2,27,0,56.7,31
1,2.093065,1247,2006,2,28,0.06,55.4,40
1,1.898869,1248,2006,3,1,0.31,46.4,24.3
1,1.808013,1249,2006,3,2,0,43.3,23.4
1,1.803844,1250,2006,3,3,0,50.8,26.8
1,1.831711,1251,2006,3,4,0.2,44.6,17.7
1,1.796385,1252,2006,3,5,0,39.8,16.2
1,1.793604,1253,2006,3,6,0,50.5,25
1,1.916614,1254,2006,3,7,0.16,46.1,29.4
1,1.788315,1255,2006,3,8,0.62,36,22.6
1,1.785883,1256,2006,3,9,0,36.2,20.8
1,1.78362,1257,2006,3,10,0.12,37.3,9.8
1,1.781498,1258,2006,3,11,0,26.7,7.5
1,1.779494,1259,2006,3,12,0.06,26,8.1
1,1.777584,1260,2006,3,13,0,29.8,7.7
1,1.775755,1261,2006,3,14,0,33.7,12.4
1,1.784512,1262,2006,3,15,0.12,44.3,15.9
1,1.772396,1263,2006,3,16,0,40,19
1.1,1.77074,1264,2006,3,17,0,44.6,26.1
1,1.769127,1265,2006,3,18,0,41.9,24
1,1.768638,1266,2006,3,19,1.01,36.4,22.8
1,1.765988,1267,2006,3,20,0,32.5,17.8
1.2,1.765013,1268,2006,3,21,0.1,36.9,18.2
1.1,1.762929,1269,2006,3,22,0,39.1,24.2
1.2,1.761427,1270,2006,3,23,0,42.5,23
1.3,1.75994,1271,2006,3,24,0,50.3,25.2
1.5,1.764396,1272,2006,3,25,0,56.8,31.5
1.4,1.76853,1273,2006,3,26,0.02,55.3,26.4
1.4,1.762336,1274,2006,3,27,0,45.4,22.8
1.6,1.887354,1275,2006,3,28,0.01,53.5,25.5
1.3,2.07311,1276,2006,3,29,0.45,47.6,30.8
1.3,1.876112,1277,2006,3,30,0.01,42.2,23.9
1.4,1.852168,1278,2006,3,31,0,45.2,25.6
1.3,1.832079,1279,2006,4,1,0,44.9,32.1
1.4,1.815658,1280,2006,4,2,0,46,26
1.5,1.802907,1281,2006,4,3,0,54.1,26.1
2,1.857085,1282,2006,4,4,0,60.5,38.5
2.2,2.916054,1283,2006,4,5,0.39,54.8,40.5
1.9,2.180441,1284,2006,4,6,0.24,40.9,28.7
1.8,2.096394,1285,2006,4,7,0,49.8,27.9
1.9,2.036159,1286,2006,4,8,0,54,27.5
1.9,2.024255,1287,2006,4,9,0,59.8,34.8
1.9,2.037071,1288,2006,4,10,0,61.5,31.5
1.9,2.525297,1289,2006,4,11,0.19,50.8,29.3
1.9,2.072584,1290,2006,4,12,0,53.3,31.1
2,2.065275,1291,2006,4,13,0,61.7,37.9
2.2,2.042848,1292,2006,4,14,0,63.5,40.2
2.3,3.222238,1293,2006,4,15,0.23,57.9,36.8
2.3,4.332805,1294,2006,4,16,0.18,57.8,35.7
2.2,4.033304,1295,2006,4,17,0.11,55.8,32
2.1,3.113808,1296,2006,4,18,0,39.1,21.7
2,2.9198,1297,2006,4,19,0,42,21.5
1.9,2.733027,1298,2006,4,20,0,49.7,24.1
2,2.597753,1299,2006,4,21,0,57.9,29.7
2.1,2.776017,1300,2006,4,22,0,65.3,36.1
2.2,2.795284,1301,2006,4,23,0,63.1,37.3
2.1,2.780829,1302,2006,4,24,0,51.7,31
2.1,2.506297,1303,2006,4,25,0,53.9,29.9
2.2,2.407834,1304,2006,4,26,0,54.7,32.9
2.4,2.833658,1305,2006,4,27,0,62.8,38.6
2.7,3.103181,1306,2006,4,28,0,63.9,38.6
3,3.338249,1307,2006,4,29,0,64.3,37.9
3.4,4.000113,1308,2006,4,30,0,67.9,40.9
3.9,4.426824,1309,2006,5,1,0,65.5,40.4
4.5,5.443148,1310,2006,5,2,0,69.6,40.1
5,6.386455,1311,2006,5,3,0.01,64.2,37.4
5.7,6.827033,1312,2006,5,4,0.01,62.3,37.7
5.7,7.647837,1313,2006,5,5,0.13,57.2,35.8
5.6,8.544947,1314,2006,5,6,0.06,52.9,33.3
6,9.74952,1315,2006,5,7,0,64.4,40.2
6.9,10.80533,1316,2006,5,8,0,69.7,39.6
7.6,11.247817,1317,2006,5,9,0,64.4,38.9
8,10.5783,1318,2006,5,10,0,59.5,34.4
8.5,10.899698,1319,2006,5,11,0,61.1,33.8
9.8,13.564605,1320,2006,5,12,0,71.9,39.6
13,14.453305,1321,2006,5,13,0,76.8,50.1
14,15.23032,1322,2006,5,14,0,75.5,50.2
15,19.47081,1323,2006,5,15,0.03,73.4,49.8
18,19.529265,1324,2006,5,16,0,77.1,51.3
21,19.746643,1325,2006,5,17,0,77.8,53.7
20,19.782891,1326,2006,5,18,0,80.8,56
23,19.726103,1327,2006,5,19,0,81.7,56.2
24,27.584599,1328,2006,5,20,0.07,77.1,53.6
26,23.676849,1329,2006,5,21,0,76.5,50.2
25,22.427321,1330,2006,5,22,0,71,54.6
24,21.131515,1331,2006,5,23,0,61.8,39.7
24,21.010165,1332,2006,5,24,0,68.8,40.9
25,20.803942,1333,2006,5,25,0.09,77,47
25,20.169553,1334,2006,5,26,0.02,80.1,53.6
25,19.589469,1335,2006,5,27,0,77.1,49.7
24,19.208295,1336,2006,5,28,0.05,55.3,30.3
22,19.80137,1337,2006,5,29,0.04,49.1,28.3
21,19.470743,1338,2006,5,30,0,59.9,30.5
19,19.377007,1339,2006,5,31,0,63.6,34.9
18,18.99402,1340,2006,6,1,0,71.7,39.9
18,19.169727,1341,2006,6,2,0,82.1,48.7
18,19.184765,1342,2006,6,3,0,82.5,53
18,18.907297,1343,2006,6,4,0,82.2,54.5
18,18.709828,1344,2006,6,5,0,83.6,55.7
19,18.438241,1345,2006,6,6,0,85.1,55.2
21,18.23325,1346,2006,6,7,0,89.3,61.2
21,19.956708,1347,2006,6,8,0.03,78.8,51.5
22,23.082954,1348,2006,6,9,0.17,73.9,48.6
21,19.355898,1349,2006,6,10,0.02,73.6,44.8
23,18.588416,1350,2006,6,11,0,77.9,45.3
22,17.788989,1351,2006,6,12,0,81.1,51.7
22,16.931793,1352,2006,6,13,0,80.7,57.2
22,17.676105,1353,2006,6,14,0.04,73.9,43.7
22,16.067267,1354,2006,6,15,0,64.6,44.1
21,16.140629,1355,2006,6,16,0.02,61.4,41.4
20,14.997067,1356,2006,6,17,0,71.9,39.7
19,14.303763,1357,2006,6,18,0,81.6,51.4
18,14.363881,1358,2006,6,19,0,86.5,53.4
18,13.276821,1359,2006,6,20,0,85,56.1
18,12.533614,1360,2006,6,21,0,82.3,52
17,11.863082,1361,2006,6,22,0,81.5,54.6
16,11.247851,1362,2006,6,23,0,82.8,53.6
16,10.654927,1363,2006,6,24,0,87.9,56.7
15,10.072808,1364,2006,6,25,0,86.1,61.2
15,9.520503,1365,2006,6,26,0,87.6,60.8
15,8.994089,1366,2006,6,27,0,85.5,60.8
16,8.506481,1367,2006,6,28,0,84,60.2
14,9.814051,1368,2006,6,29,0.08,82.1,56.2
14,7.998229,1369,2006,6,30,0,84.2,57.9
14,7.554662,1370,2006,7,1,0,84,58
14,7.187607,1371,2006,7,2,0.03,84.4,56.8
14,6.842837,1372,2006,7,3,0,85.2,59
14,7.295568,1373,2006,7,4,0.07,81.5,57.1
13,6.957446,1374,2006,7,5,0.08,70.3,56.6
14,6.516071,1375,2006,7,6,0.05,81.4,53.5
13,7.208623,1376,2006,7,7,0.12,74.5,51.5
13,6.017187,1377,2006,7,8,0,78.8,57
12,5.753673,1378,2006,7,9,0,83.2,59
12,5.508138,1379,2006,7,10,0,81.9,59.2
12,7.802069,1380,2006,7,11,0.2,84.1,54.7
11,5.369853,1381,2006,7,12,0,84.7,54.4
11,5.139996,1382,2006,7,13,0,83.4,56.1
10,4.933667,1383,2006,7,14,0,89.2,60.2
9.9,4.727067,1384,2006,7,15,0,91.8,63
9.6,4.534124,1385,2006,7,16,0,93.1,65.2
9.4,4.345628,1386,2006,7,17,0,94.6,65.1
9.4,4.17587,1387,2006,7,18,0,94.3,69.4
9.4,4.373636,1388,2006,7,19,0.06,89.6,64.4
9.4,4.199697,1389,2006,7,20,0.06,85.9,59.8
9.4,3.838215,1390,2006,7,21,0.02,84.3,61.5
9,6.096617,1391,2006,7,22,0.24,91.6,63.6
9.2,3.75647,1392,2006,7,23,0,89.4,66
8.7,4.030169,1393,2006,7,24,0.09,90.7,62.9
8.5,3.794573,1394,2006,7,25,0.06,85.5,60.7
8.4,3.805735,1395,2006,7,26,0.09,83.8,60.8
8.3,3.528726,1396,2006,7,27,0.01,88.1,62
8.4,3.337076,1397,2006,7,28,0,90.8,65.1
8.3,3.8373,1398,2006,7,29,0.14,87.1,61.4
8.2,3.290223,1399,2006,7,30,0.11,86.9,61.2
8.7,3.523999,1400,2006,7,31,0.07,86.6,61.7
8.7,14.115751,1401,2006,8,1,0.42,75.6,52.3
8.2,5.001763,1402,2006,8,2,0.07,70.8,51.4
8.1,3.566734,1403,2006,8,3,0,78.8,53
8.1,4.529258,1404,2006,8,4,0.01,78.2,58.3
8.1,3.499587,1405,2006,8,5,0,79.7,55.7
7.9,3.426894,1406,2006,8,6,0,82.1,54.9
7.6,3.354298,1407,2006,8,7,0,83.1,56.1
7.4,3.287868,1408,2006,8,8,0,83.4,61.3
7.3,3.22147,1409,2006,8,9,0,83.3,57.9
7.3,3.165574,1410,2006,8,10,0,85.8,56.5
7.1,3.107312,1411,2006,8,11,0,86,59.7
6.9,3.052418,1412,2006,8,12,0,85,57
6.6,3.006037,1413,2006,8,13,0,82.8,55.6
6.4,2.965834,1414,2006,8,14,0,80.8,53
6.3,2.929436,1415,2006,8,15,0,83.1,55.5
6.1,2.887269,1416,2006,8,16,0,83.3,56.6
6,2.838736,1417,2006,8,17,0,81.1,62.5
5.9,2.79968,1418,2006,8,18,0,81.6,55.6
5.8,2.762612,1419,2006,8,19,0,80.6,52.4
5.4,2.724631,1420,2006,8,20,0,83.7,56.7
5.2,2.687179,1421,2006,8,21,0,85.6,60.5
5.1,2.646154,1422,2006,8,22,0,85.2,60.3
5,2.608972,1423,2006,8,23,0,87.7,62.1
4.9,2.565475,1424,2006,8,24,0,85.2,60
4.7,2.529784,1425,2006,8,25,0,85.2,56.6
4.7,2.495329,1426,2006,8,26,0,80.6,52.5
4.5,2.461727,1427,2006,8,27,0,74.2,48.2
4.3,2.445072,1428,2006,8,28,0,75.2,49.9
4.2,2.422403,1429,2006,8,29,0,81.1,54.6
4.1,2.391838,1430,2006,8,30,0,84.3,58.6
4.1,2.358628,1431,2006,8,31,0.01,82.8,50.9
4.1,2.333464,1432,2006,9,1,0,74.9,46
4,2.30213,1433,2006,9,2,0,76.9,48.9
3.9,2.280211,1434,2006,9,3,0,80.1,52.8
4,2.254051,1435,2006,9,4,0,82.8,56.1
4.1,2.226758,1436,2006,9,5,0,81.1,56.3
3.9,2.6825,1437,2006,9,6,0.01,80.6,56.5
4,2.541914,1438,2006,9,7,0,79.3,55.1
4,2.191356,1439,2006,9,8,0,72.8,50.8
4,2.168033,1440,2006,9,9,0,73.5,47.4
4,2.15294,1441,2006,9,10,0,73,47.1
4,2.62886,1442,2006,9,11,0.01,74.3,46.2
4,2.135181,1443,2006,9,12,0,76.2,52
3.9,2.117537,1444,2006,9,13,0,79,53.9
4.3,2.09838,1445,2006,9,14,0,81,55.1
4.3,2.083628,1446,2006,9,15,0.2,69.1,45.4
4.1,10.839076,1447,2006,9,16,0.02,60.1,35
4.1,2.285789,1448,2006,9,17,0,53.3,31.4
4,2.258852,1449,2006,9,18,0,56.1,31.9
3.9,2.234278,1450,2006,9,19,0,65.6,37.8
3.9,2.409553,1451,2006,9,20,0,69.6,42.8
3.8,2.399491,1452,2006,9,21,0.02,50.2,33.1
3.7,2.256844,1453,2006,9,22,0,61.3,34.1
3.6,2.226938,1454,2006,9,23,0,50.9,32.8
3.5,2.200778,1455,2006,9,24,0,53.7,31
3.5,2.178316,1456,2006,9,25,0,60.5,35.1
3.4,2.159973,1457,2006,9,26,0,65,37.9
3.3,2.332441,1458,2006,9,27,0,70.9,44.7
3.2,2.306752,1459,2006,9,28,0,73.6,48.8
3.1,2.3108,1460,2006,9,29,0,75.1,48.3
3.1,2.272692,1461,2006,9,30,0,74.5,50.6
3,2.26439,1462,2006,10,1,0,77.1,50.4
3.1,2.217535,1463,2006,10,2,0,71.9,50.9
3.1,2.187399,1464,2006,10,3,0,64.1,41.1
3,2.166908,1465,2006,10,4,0,64.5,42
3,2.782308,1466,2006,10,5,0.07,66.6,49.9
3.9,4.500823,1467,2006,10,6,0.58,59.9,45.1
3.4,2.378901,1468,2006,10,7,0.14,48.7,36.6
3.2,2.173342,1469,2006,10,8,0,54.6,35.2
3.2,2.159513,1470,2006,10,9,0,55.6,36.4
3.4,2.823517,1471,2006,10,10,0.36,53.9,35.5
3.2,2.185944,1472,2006,10,11,0.15,41,31.4
3.1,2.127178,1473,2006,10,12,0,54.9,31.9
3.1,2.121542,1474,2006,10,13,0,60.3,37.1
3.1,2.127258,1475,2006,10,14,0,63.6,39.3
3,2.103851,1476,2006,10,15,0,56.1,39.8
3,2.103796,1477,2006,10,16,0,60.6,38.2
3.1,2.797118,1478,2006,10,17,0.36,57,30.9
3,2.091032,1479,2006,10,18,0.02,42.9,29.3
3,2.081863,1480,2006,10,19,0,45.9,28.2
3,2.073432,1481,2006,10,20,0,55.1,30.1
2.9,2.076422,1482,2006,10,21,0,60.8,28.7
2.9,2.061417,1483,2006,10,22,0,47.3,27.8
2.9,2.054111,1484,2006,10,23,0,54.1,29.7
2.8,2.060644,1485,2006,10,24,0,61.7,35.6
2.8,2.093658,1486,2006,10,25,0,62.7,39.9
2.7,2.058922,1487,2006,10,26,0,44.9,26.6
2.8,2.049311,1488,2006,10,27,0,46.4,22.8
2.7,2.040646,1489,2006,10,28,0,56.1,28.8
2.7,2.044829,1490,2006,10,29,0,60.9,35.6
2.7,2.074875,1491,2006,10,30,0,61,34.9
2.6,2.042534,1492,2006,10,31,0,53.8,28.8
2.6,2.03258,1493,2006,11,1,0,49.2,23.6
2.6,2.023631,1494,2006,11,2,0,44.4,23.5
2.6,2.015575,1495,2006,11,3,0,52.8,30.7
2.6,2.008106,1496,2006,11,4,0,52.6,31.7
2.6,2.0013,1497,2006,11,5,0,50.8,30.2
2.6,1.995052,1498,2006,11,6,0,54.5,32.7
2.6,1.989949,1499,2006,11,7,0,60.7,36
2.5,2.140447,1500,2006,11,8,0,70.3,42.7
2.5,2.143857,1501,2006,11,9,0,68,34.5
2.4,2.072471,1502,2006,11,10,0,47.5,20.6
2.5,2.055149,1503,2006,11,11,0,45,21.1
2.4,2.039306,1504,2006,11,12,0,48.3,24.4
2.5,2.026076,1505,2006,11,13,0,39.3,22.2
2.5,2.324856,1506,2006,11,14,0.07,50.7,33.8
2.5,2.012951,1507,2006,11,15,0,46.8,21.1
2.5,2.00288,1508,2006,11,16,0,47.2,21.8
2.5,1.994009,1509,2006,11,17,0,60.5,31.5
2.4,1.985457,1510,2006,11,18,0,52.9,31.2
2.4,1.978472,1511,2006,11,19,0,52.7,30
2.4,1.972325,1512,2006,11,20,0,57.6,31.7
2.4,1.967331,1513,2006,11,21,0,62.9,37.4
2.3,1.962666,1514,2006,11,22,0,56.6,41.1
2.3,1.95874,1515,2006,11,23,0,54.1,37.9
2,1.955297,1516,2006,11,24,0,50.3,18.8
1.7,1.952268,1517,2006,11,25,0,42.3,18.5
1.5,1.949551,1518,2006,11,26,0,43.9,20.7
1.5,1.947091,1519,2006,11,27,0,44.9,24.1
1.3,1.946979,1520,2006,11,28,0.04,37.2,19.7
1.4,1.942758,1521,2006,11,29,0.08,23.1,7.7
1.5,1.940821,1522,2006,11,30,0,19.6,-0.1
1.4,1.939008,1523,2006,12,1,0,40.6,9.7
1.6,1.937295,1524,2006,12,2,0,39,10.9
1.8,1.935661,1525,2006,12,3,0,27,6.9
2,1.934092,1526,2006,12,4,0,39.1,11.4
2,1.932587,1527,2006,12,5,0,45.3,17.8
2,1.931135,1528,2006,12,6,0,50.8,23
1.9,1.929713,1529,2006,12,7,0,48.9,24.6
1.8,1.928322,1530,2006,12,8,0,47.4,25.6
1.7,1.926948,1531,2006,12,9,0,50.3,26.3
1.7,1.925588,1532,2006,12,10,0,48.4,27.4
1.6,1.924242,1533,2006,12,11,0.08,34.8,21.5
1.7,1.922905,1534,2006,12,12,0,39.3,21.2
1.7,1.921583,1535,2006,12,13,0,43.7,27.3
1.6,1.920275,1536,2006,12,14,0,48.7,31.2
1.6,1.919238,1537,2006,12,15,0,54.5,37.6
1.6,2.099859,1538,2006,12,16,0.12,53.3,23.3
1.6,1.916603,1539,2006,12,17,0.65,24.2,13.1
1.6,1.915307,1540,2006,12,18,0.07,20.6,11.6
1.6,1.914015,1541,2006,12,19,0,24.8,5.7
1.6,1.912729,1542,2006,12,20,0,27.5,7.1
1.6,1.911448,1543,2006,12,21,0,33.5,8.6
1.6,1.910171,1544,2006,12,22,0.01,37.1,15.8
1.6,1.9089,1545,2006,12,23,0,33.8,9.8
1.7,1.907633,1546,2006,12,24,0,40.6,10.9
1.7,1.906371,1547,2006,12,25,0,39.5,17.5
1.8,1.905129,1548,2006,12,26,0,50.6,25.8
1.7,1.903862,1549,2006,12,27,0,50.4,34.4
1.8,1.94032,1550,2006,12,28,0.14,41.9,20.8
1.7,1.901474,1551,2006,12,29,0,28.6,14.7
1.5,1.900229,1552,2006,12,30,0,35,14.6
1.3,1.898987,1553,2006,12,31,0,42.8,17.8
1.2,1.897752,1554,2007,1,1,0,37.8,17.2
1.3,1.896517,1555,2007,1,2,0,33,15.9
1.4,1.895291,1556,2007,1,3,0,41,20.6
1.5,1.894325,1557,2007,1,4,0,53.1,31.6
1.4,1.922779,1558,2007,1,5,0.12,47.2,17
1.4,1.891683,1559,2007,1,6,0,22.6,2.6
1.5,1.89047,1560,2007,1,7,0,36.1,7.6
1.6,1.889259,1561,2007,1,8,0,36.7,13.1
1.6,1.888051,1562,2007,1,9,0,45.1,21.8
1.6,1.886848,1563,2007,1,10,0,44.8,24.2
1.5,1.885651,1564,2007,1,11,0,50,27.8
1.6,1.884456,1565,2007,1,12,0.5,34.8,7.9
1.6,1.883265,1566,2007,1,13,0.04,11.7,-8.2
1.6,1.882075,1567,2007,1,14,0,11.9,-8.1
1.6,1.880895,1568,2007,1,15,0,15.5,-4.8
1.6,1.879718,1569,2007,1,16,0,22.7,-1.9
1.6,1.878539,1570,2007,1,17,0,28.6,5.6
1.6,1.87737,1571,2007,1,18,0,34.4,5.1
1.6,1.876199,1572,2007,1,19,0,30.2,7.6
1.6,1.875033,1573,2007,1,20,0,33.7,11.4
1.6,1.873871,1574,2007,1,21,0,37.9,10.2
1.5,1.872713,1575,2007,1,22,0,24.9,4.6
1.5,1.871557,1576,2007,1,23,0,34.3,8.3
1.5,1.870407,1577,2007,1,24,0,39.8,16.5
1.5,1.869258,1578,2007,1,25,0,43.8,20.6
1.4,1.868112,1579,2007,1,26,0,48.7,21.3
1.3,1.866972,1580,2007,1,27,0,45,21.9
1.2,1.865831,1581,2007,1,28,0,41.4,15.9
1.3,1.864695,1582,2007,1,29,0,36.2,15
1.2,1.863563,1583,2007,1,30,0,39.9,18.3
1.2,1.862434,1584,2007,1,31,0,37.7,17.8
1.3,1.861308,1585,2007,2,1,0.03,26.1,8.8
1.2,1.860186,1586,2007,2,2,0,29.8,5.4
1.5,1.859064,1587,2007,2,3,0,39.4,8.7
1.5,1.858298,1588,2007,2,4,0,52.5,25
1.4,1.856883,1589,2007,2,5,0,51.6,28.3
1.1,1.855817,1590,2007,2,6,0,52.6,30.5
0.98,1.858923,1591,2007,2,7,0,57.9,33.5
0.93,1.85476,1592,2007,2,8,0,53.6,33.7
0.94,1.852581,1593,2007,2,9,0,50.1,32
0.96,1.851435,1594,2007,2,10,0,48.4,31.7
1,1.998101,1595,2007,2,11,0.01,50.6,33.4
1.1,1.889968,1596,2007,2,12,0.05,45.7,27.3
1,1.855088,1597,2007,2,13,0.88,41.3,24.1
1,1.848171,1598,2007,2,14,0.07,33.4,18.7
1,1.846913,1599,2007,2,15,0,35.2,15.2
1,1.845688,1600,2007,2,16,0,44.2,21
1,1.844491,1601,2007,2,17,0,48.3,27.8
1.1,1.843317,1602,2007,2,18,0,49.1,26.3
1.1,1.905292,1603,2007,2,19,0.32,50.6,26.9
1.1,1.841334,1604,2007,2,20,0.09,31.6,11.4
1.2,1.840197,1605,2007,2,21,0,45.4,17.6
1.1,1.839073,1606,2007,2,22,0,49.4,30
1.3,1.887008,1607,2007,2,23,0.1,46.3,24
1.3,1.836994,1608,2007,2,24,0.08,33.4,14.1
1.3,1.835893,1609,2007,2,25,0,35.5,11.8
1.3,1.836771,1610,2007,2,26,0.03,36.8,22.4
1.3,1.835315,1611,2007,2,27,0.03,39.5,21.4
1.2,1.832649,1612,2007,2,28,0.42,32.7,17.3
1.1,1.831574,1613,2007,3,1,0,29.6,11.4
1.1,1.830509,1614,2007,3,2,0,31.1,11.4
1.3,1.829447,1615,2007,3,3,0.01,33.7,12.2
1.4,1.828389,1616,2007,3,4,0,37.1,11.8
1.2,1.827334,1617,2007,3,5,0,49,22.4
1.1,1.826466,1618,2007,3,6,0,53.4,30.2
1.2,1.826187,1619,2007,3,7,0,52.2,30.7
1.2,1.82788,1620,2007,3,8,0,54.5,31.2
1.2,1.825166,1621,2007,3,9,0,53.7,31.2
1.2,1.823797,1622,2007,3,10,0,57,31.4
1.2,1.824688,1623,2007,3,11,0,52.9,28.7
1.2,1.821266,1624,2007,3,12,0,57.9,30.5
1.3,1.89756,1625,2007,3,13,0,64.5,37.3
1.3,2.208924,1626,2007,3,14,0,68.8,41.2
1.4,2.244588,1627,2007,3,15,0,64.1,35.8
1.4,2.209347,1628,2007,3,16,0,57.2,32.5
1.4,2.505424,1629,2007,3,17,0,66.7,35.9
1.4,2.944125,1630,2007,3,18,0,70.4,43.2
1.4,3.086335,1631,2007,3,19,0,67.5,40.6
1.4,3.346835,1632,2007,3,20,0,66.7,39.8
1.5,4.301536,1633,2007,3,21,0.26,60.2,32.1
1.5,3.229235,1634,2007,3,22,0.33,39.9,27.5
1.5,3.079682,1635,2007,3,23,0,49.8,28
1.4,2.965565,1636,2007,3,24,0,51.5,31.8
1.4,2.922476,1637,2007,3,25,0,57,32.3
1.4,3.166708,1638,2007,3,26,0,63.1,37
1.4,3.21832,1639,2007,3,27,0,60.5,40
1.4,3.032443,1640,2007,3,28,0.13,42.2,24
1.4,2.914673,1641,2007,3,29,0.11,32.3,24.9
1.4,2.843704,1642,2007,3,30,0,37.7,22.2
1.4,2.783031,1643,2007,3,31,0,49.9,25.1
1.4,2.79224,1644,2007,4,1,0,59.8,35.5
1.4,2.854557,1645,2007,4,2,0,61.5,37.3
1.4,2.789412,1646,2007,4,3,0,61.8,32
1.4,2.71923,1647,2007,4,4,0,58.1,30.6
1.4,2.826365,1648,2007,4,5,0,65.7,39.3
1.5,2.96992,1649,2007,4,6,0,62.9,42.1
1.5,3.042608,1650,2007,4,7,0,64.9,41.5
1.6,3.10522,1651,2007,4,8,0.03,64.2,40.2
1.6,3.203269,1652,2007,4,9,0.07,53.8,32.2
1.6,3.095919,1653,2007,4,10,0,61.2,29.4
1.6,2.929863,1654,2007,4,11,0,45.5,24.2
1.6,2.853911,1655,2007,4,12,0.03,41.9,22.4
1.6,2.783097,1656,2007,4,13,0.05,43,25.1
1.6,2.717999,1657,2007,4,14,0,50.5,27.7
1.6,2.739632,1658,2007,4,15,0,58.1,34
1.5,2.862236,1659,2007,4,16,0.07,48.5,35.6
1.5,2.772724,1660,2007,4,17,0,57.5,35.5
1.7,3.19615,1661,2007,4,18,0,63.9,34.2
1.6,2.738229,1662,2007,4,19,0.04,38.3,19.6
1.7,2.6531,1663,2007,4,20,0.03,44.3,17.2
1.7,2.582707,1664,2007,4,21,0.15,40.7,26.9
1.8,2.509771,1665,2007,4,22,0.03,50.5,27.8
1.8,2.460253,1666,2007,4,23,0.53,40.3,31.2
1.8,2.396552,1667,2007,4,24,0.27,45.9,32
1.7,2.348613,1668,2007,4,25,0,57.1,37.7
1.8,2.608718,1669,2007,4,26,0,62.1,37.4
1.8,2.722815,1670,2007,4,27,0,62,38.7
1.9,2.979284,1671,2007,4,28,0,65.7,40
2.2,3.427303,1672,2007,4,29,0,73.8,46.1
2.7,3.480896,1673,2007,4,30,0,76.5,50
2.9,3.563315,1674,2007,5,1,0,75.2,47.2
3.2,5.037086,1675,2007,5,2,0.06,71.1,47.5
3.5,4.328993,1676,2007,5,3,0.06,67.5,36.1
3.7,3.844861,1677,2007,5,4,0.09,50.9,31.7
3.6,3.691446,1678,2007,5,5,0.1,40.5,30.1
3.5,3.838178,1679,2007,5,6,0,46.5,29.1
3.4,4.325641,1680,2007,5,7,0,55.8,34.4
3.3,4.644575,1681,2007,5,8,0,62.4,33.6
3.4,5.170243,1682,2007,5,9,0,71.4,43.9
3.7,5.402433,1683,2007,5,10,0,75.9,47.8
4.2,5.71771,1684,2007,5,11,0,76.6,49.7
4.8,5.934535,1685,2007,5,12,0,77.1,49
5.2,6.059581,1686,2007,5,13,0,76.8,52.4
5.3,5.915503,1687,2007,5,14,0,73.1,42.5
5.4,6.035319,1688,2007,5,15,0,69.3,41.3
5.3,6.285561,1689,2007,5,16,0,72.7,44.5
6.1,6.497061,1690,2007,5,17,0,77,49.7
6.6,6.43698,1691,2007,5,18,0,76.8,52.6
6.7,6.460037,1692,2007,5,19,0,77.8,54.3
6.7,6.411385,1693,2007,5,20,0,76.9,51.6
6.8,6.234018,1694,2007,5,21,0,76.6,50.9
6.9,5.873808,1695,2007,5,22,0,65.6,28.4
6.9,5.702461,1696,2007,5,23,0,53.7,30.7
